Rad,rad
X1X22X2111212,X1X22X2111212
111221222XX12,111221222XX12
11X221XX2121X,11X221XX2121X
11X2212XX2X12,11X2212XX2X12
XX22212XX12XX,XX22212XX12XX
11X221X12X11X,11X221X12X11X
212X21222X112,212X21222X112
X12X212XX1X1X,X12X212XX1X1X
X1X2X12XX1212,X1X2X12XX1212
21X22121212XX,21X22121212XX
X1XX2121212X2,X1XX2121212X2
X1XX212XXX212,X1XX212XXX212
XX22X12XX1112,XX22X12XX1112
1XX2212X2111X,1XX2212X2111X
X1X221X121XXX,X1X221X121XXX
212X212XX1112,212X212XX1112
112X2122X1112,112X2122X1112
112X2121XX2X2,112X2121XX2X2
2X2X21X12X212,2X2X21X12X212
11122X2121X12,11122X2121X12
2X222121X12XX,2X222121X12XX
XXX2212XX11X2,XXX2212XX11X2
11X2222X21X12,11X2222X21X12
2122212X22X1X,2122212X22X1X
1XXX212121112,1XXX212121112
212221X2X121X,212221X2X121X
X11221X1X1212,X11221X1X1212
1122X1211XX12,1122X1211XX12
1XX2212X11212,1XX2212X11212
112221221XXX2,112221221XXX2
1XX22122X1X1X,1XX22122X1X1X
1X222121X11XX,1X222121X11XX
212X2121X12X2,212X2121X12X2
11X221211XXX2,11X221211XXX2
11222XX1XX21X,11222XX1XX21X
11XX2121XX112,11XX2121XX112
XX222XXX212X2,XX222XXX212X2
2X22XX212XX12,2X22XX212XX12
2XX22121X111X,2XX22121X111X
11X221X1X11X2,11X221X1X11X2
1XX2212211X12,1XX2212211X12
21222X2211X12,21222X2211X12
