Rad,rad
222212122X2X1,222212122X2X1
112X121111221,112X121111221
2122122X112X1,2122122X112X1
X1221211X121X,X1221211X121X
21222212X1XX1,21222212X1XX1
2X22121121211,2X22121121211
21221XX2X1211,21221XX2X1211
XX22121221XXX,XX22121221XXX
X1XX1212X122X,X1XX1212X122X
212X1X1221221,212X1X1221221
XX2212121XX21,XX2212121XX21
11221212111X1,11221212111X1
X122X21111211,X122X21111211
1122121121222,1122121121222
2X2212X2X1X11,2X2212X2X1X11
21221X12X1X22,21221X12X1X22
112XX21211211,112XX21211211
X222121211121,X222121211121
1222X21X1122X,1222X21X1122X
112X121X11211,112X121X11211
X12X1X1211222,X12X1X1211222
X222X2X2112XX,X222X2X2112XX
2X22X2X111221,2X22X2X111221
X122X21X212X2,X122X21X212X2
1222121X1121X,1222121X1121X
212XX21111221,212XX21111221
X1221212X1122,X1221212X1122
2X22X21X1X221,2X22X21X1X221
21221212X11XX,21221212X11XX
112212111121X,112212111121X
21221X111122X,21221X111122X
X12XX21211X21,X12XX21211X21
1122121111212,1122121111212
21XX121X112X1,21XX121X112X1
222X121X11211,222X121X11211
